670,18.607000,60.968167
671,18.128500,60.977667
672,17.307500,60.997000
674,17.200833,61.020500
675,17.259000,61.042167
677,17.233333,61.093167
678,17.346667,61.113833
680,17.355500,61.168833
681,17.153500,61.202667
683,18.456500,61.248500
685,17.246667,61.265667
686,17.397000,61.276333
687,17.129833,61.298167
689,17.295667,61.328167
690,17.366167,61.353000
692,17.191667,61.390333
693,17.195333,61.469500
695,17.114500,61.541167
696,17.476833,61.542500
697,17.358833,61.546167
698,17.252500,61.567333
699,17.124000,61.579667
700,17.477667,61.600333
702,17.213667,61.624167
704,17.371667,61.649667
705,17.274000,61.664500
706,17.344167,61.704000
707,17.236833,61.710000
708,17.133500,61.716500
709,17.567333,61.719667
710,17.418000,61.728000
712,17.421833,61.815500
713,17.461333,61.888167
715,17.416667,61.984500
716,17.618333,62.012667
717,17.496000,62.035000
718,17.712000,62.044667
720,17.810667,62.112167
722,17.659833,62.179500
723,17.575000,62.165333
724,17.758333,62.225833
726,17.591500,62.301500
727,17.615500,62.365167
728,17.439167,62.339833
729,17.351167,62.391167
730,17.398333,62.432833
731,17.367833,62.485000
732,17.482000,62.502500
733,17.528167,62.399000
734,17.628167,62.416000
735,17.748833,62.379333
737,17.669000,62.465667
738,17.818167,62.476833
740,18.283333,62.492167
741,17.920333,62.554500
934,21.130667,62.275833
936,21.200833,61.484833
937,21.160000,61.149833
938,20.707667,60.779500
942,20.274833,60.207000
943,20.167167,60.358333
944,19.865667,60.554500
945,19.753333,60.446500
946,19.511667,60.351333
947,19.448833,60.210000
948,19.170667,60.186500
950,19.706667,60.083000
951,19.873333,60.030000
952,20.080167,59.976333
953,20.324833,60.053667
954,20.762500,60.079167
955,20.849167,59.933667
956,21.231667,59.931667
959,20.551167,59.708167
960,20.336167,59.856167
961,20.079000,59.846000
962,19.784167,59.808333
963,19.919833,59.589500
964,20.349167,59.502000
965,20.813667,59.474167
966,21.345000,59.746667
967,21.350000,59.857333
968,21.941333,59.872500
969,22.531667,59.914167
970,22.505333,59.723667
971,22.839167,59.816667
972,21.000000,59.250000
973,22.850833,59.226167
974,22.280667,59.208500
975,22.263833,59.086833
976,22.207000,59.050000
977,21.783333,58.905000
978,22.403500,58.689833
979,21.689000,58.580000
980,21.644167,58.383333
981,21.524500,58.306000
982,21.689333,57.782667
983,20.915167,57.716167
984,21.247833,57.708167
985,21.064500,57.691500
986,21.548000,57.662667
987,21.431833,57.475333
988,21.411167,57.438000
989,21.367833,57.300000
